Station Name,CARMACKS CS,,,,,,,,,,,,,,,,,,,,,,,,,
Province,YUKON TERRITORY,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,62.12,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-136.19,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,542.9,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,2100301,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71039,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,XCK,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
2008/2/12,2008,2,12,,-11.6,,-24.4,,-18,,36,,0,,,M,,M,,M,,,,,<31,
2008/2/13,2008,2,13,,-2,,-14.6,,-8.3,,26.3,,0,,,M,,M,,M,,,11,,33,
2008/2/14,2008,2,14,,3.1,,-10,,-3.5,,21.5,,0,,,M,,M,,M,,,13,,52,
2008/2/15,2008,2,15,,2.5,,-16.7,,-7.1,,25.1,,0,,,M,,M,,M,,,16,,35,
2008/2/16,2008,2,16,,-3.9,,-24.7,,-14.3,,32.3,,0,,,M,,M,,M,,,13,,41,
2008/2/17,2008,2,17,,4.4,,-6.3,,-1,,19,,0,,,M,,M,,M,,,13,,54,
2008/2/18,2008,2,18,,4.4,,-4.5,,-0.1,,18.1,,0,,,M,,M,,M,,,11,,48,
2008/2/19,2008,2,19,,2.6,,-13.6,,-5.5,,23.5,,0,,,M,,M,,M,,,,,<31,
2008/2/20,2008,2,20,,4.8,,-6.2,,-0.7,,18.7,,0,,,M,,M,,M,,,13,,39,
2008/2/21,2008,2,21,,7.1,,-4.7,,1.2,,16.8,,0,,,M,,M,,M,,,14,,35,
2008/2/22,2008,2,22,,2.4,,-12.4,,-5,,23,,0,,,M,,M,,M,,,,,<31,
2008/2/23,2008,2,23,,-4.2,,-24.5,,-14.4,,32.4,,0,,,M,,M,,M,,,,,<31,
2008/2/24,2008,2,24,,-13.9,,-28.3,,-21.1,,39.1,,0,,,M,,M,,M,,,,,<31,
2008/2/25,2008,2,25,,-5.1,,-16.9,,-11,,29,,0,,,M,,M,,M,,,,,<31,
2008/2/26,2008,2,26,,-7.3,,-23.3,,-15.3,,33.3,,0,,,M,,M,,M,,,,,<31,
2008/2/27,2008,2,27,,-6.5,,-20.3,,-13.4,,31.4,,0,,,M,,M,,M,,,,,<31,
2008/2/28,2008,2,28,,-10.5,,-23.5,,-17,,35,,0,,,M,,M,,M,,,,,<31,
2008/2/29,2008,2,29,,-11.4,,-16.9,,-14.2,,32.2,,0,,,M,,M,,M,,,,,<31,
2008/3/1,2008,3,1,,-16.6,,-27.8,,-22.2,,40.2,,0,,,M,,M,,M,,,32,,35,
2008/3/2,2008,3,2,,-13.1,,-32.6,,-22.9,,40.9,,0,,,M,,M,,M,,,,,<31,
2008/3/3,2008,3,3,,-6.5,,-25.9,,-16.2,,34.2,,0,,,M,,M,,M,,,,,<31,
2008/3/4,2008,3,4,,-3,,-20.5,,-11.8,,29.8,,0,,,M,,M,,M,,,,,<31,
2008/3/5,2008,3,5,,5.7,,-14.8,,-4.6,,22.6,,0,,,M,,M,,M,,,12,,52,
2008/3/6,2008,3,6,,7.2,,-4.3,,1.5,,16.5,,0,,,M,,M,,M,,,13,,46,
2008/3/7,2008,3,7,,8.2,,1.1,,4.7,,13.3,,0,,,M,,M,,M,,,14,,59,
2008/3/8,2008,3,8,,5.8,,-3.5,,1.2,,16.8,,0,,,M,,M,,M,,,15,,48,
2008/3/9,2008,3,9,,5,,-5.2,,-0.1,,18.1,,0,,,M,,M,,M,,,13,E,41,E
2008/3/10,2008,3,10,,4.5,,-4.9,,-0.2,,18.2,,0,,,M,,M,,M,,,,,<31,
2008/3/11,2008,3,11,,2.2,,-7.1,,-2.5,,20.5,,0,,,M,,M,,M,,,,,<31,
2008/3/12,2008,3,12,,0.3,,-6.9,,-3.3,,21.3,,0,,,M,,M,,M,,,,,<31,
2008/3/13,2008,3,13,,-1.7,,-13.2,,-7.5,,25.5,,0,,,M,,M,,M,,,,,<31,
2008/3/14,2008,3,14,,-6.6,,-20.4,,-13.5,,31.5,,0,,,M,,M,,M,,,,,<31,
2008/3/15,2008,3,15,,-4.6,,-31.2,,-17.9,,35.9,,0,,,M,,M,,M,,,,,<31,
2008/3/16,2008,3,16,,-8,,-25.2,,-16.6,,34.6,,0,,,M,,M,,M,,,,,<31,
2008/3/17,2008,3,17,,-3.6,,-18,,-10.8,,28.8,,0,,,M,,M,,M,,,,,<31,
2008/3/18,2008,3,18,,-1.6,,-12.1,,-6.9,,24.9,,0,,,M,,M,,M,,,,,<31,
2008/3/19,2008,3,19,,3.3,,-21.4,,-9.1,,27.1,,0,,,M,,M,,M,,,13,,35,
2008/3/20,2008,3,20,,4.1,,-18.4,,-7.2,,25.2,,0,,,M,,M,,M,,,,,<31,
2008/3/21,2008,3,21,,3.3,,-19.9,,-8.3,,26.3,,0,,,M,,M,,M,,,12,,32,
2008/3/22,2008,3,22,,4,,-14.7,,-5.4,,23.4,,0,,,M,,M,,M,,,14,,46,
2008/3/23,2008,3,23,,2.9,,-7,,-2.1,,20.1,,0,,,M,,M,,M,,,,,<31,
2008/3/24,2008,3,24,,3.3,,-11.8,,-4.3,,22.3,,0,,,M,,M,,M,,,12,,37,
2008/3/25,2008,3,25,,4.9,,-19,,-7.1,,25.1,,0,,,M,,M,,M,,,,,<31,
2008/3/26,2008,3,26,,5.4,,-20.8,,-7.7,,25.7,,0,,,M,,M,,M,,,,,<31,
2008/3/27,2008,3,27,,4.7,,-19.4,,-7.4,,25.4,,0,,,M,,M,,M,,,,,<31,
2008/3/28,2008,3,28,,2.1,,-18.7,,-8.3,,26.3,,0,,,M,,M,,M,,,,,<31,
2008/3/29,2008,3,29,,1,,-15.6,,-7.3,,25.3,,0,,,M,,M,,M,,,,,<31,
2008/3/30,2008,3,30,,2.8,,-23.9,,-10.6,,28.6,,0,,,M,,M,,M,,,,,<31,
2008/3/31,2008,3,31,,3.5,,-5.6,,-1.1,,19.1,,0,,,M,,M,,M,,,,,<31,
2008/4/1,2008,4,1,,9.8,,-6.5,,1.7,,16.3,,0,,,M,,M,,M,,,,,<31,
2008/4/2,2008,4,2,,10.6,,-9.5,,0.6,,17.4,,0,,,M,,M,,M,,,,,<31,
2008/4/3,2008,4,3,,8.4,,-4.8,,1.8,,16.2,,0,,,M,,M,,M,,,,,<31,
2008/4/4,2008,4,4,,8.9,,-7.8,,0.6,,17.4,,0,,,M,,M,,M,,,13,,32,
2008/4/5,2008,4,5,,7.2,,-10.2,,-1.5,,19.5,,0,,,M,,M,,M,,,17,,52,
2008/4/6,2008,4,6,,6,,-4.5,,0.8,,17.2,,0,,,M,,M,,M,,,,,<31,
2008/4/7,2008,4,7,,0.2,,-4,,-1.9,,19.9,,0,,,M,,M,,M,,,,,<31,
2008/4/8,2008,4,8,,1.9,,-13.3,,-5.7,,23.7,,0,,,M,,M,,M,,,22,,37,
2008/4/9,2008,4,9,,4.1,,-17,,-6.5,,24.5,,0,,,M,,M,,M,,,12,,32,
2008/4/10,2008,4,10,,5.4,,-13.9,,-4.3,,22.3,,0,,,M,,M,,M,,,,,<31,
2008/4/11,2008,4,11,,6.6,,-12.8,,-3.1,,21.1,,0,,,M,,M,,M,,,17,,43,
2008/4/12,2008,4,12,,6.7,,-3,,1.9,,16.1,,0,,,M,,M,,M,,,,,<31,
2008/4/13,2008,4,13,,6.7,,-3.1,,1.8,,16.2,,0,,,M,,M,,M,,,,,<31,
2008/4/14,2008,4,14,,8.2,,-4.2,,2,,16,,0,,,M,,M,,M,,,,,<31,
2008/4/15,2008,4,15,,6.7,,-5,,0.9,,17.1,,0,,,M,,M,,M,,,,,<31,
2008/4/16,2008,4,16,,3.3,,-7.9,,-2.3,,20.3,,0,,,M,,M,,M,,,31,,39,
2008/4/17,2008,4,17,,-5.1,,-12.1,,-8.6,,26.6,,0,,,M,,M,,M,,,30,,46,
2008/4/18,2008,4,18,,0.8,,-20.9,,-10.1,,28.1,,0,,,M,,M,,M,,,,,<31,
2008/4/19,2008,4,19,,6.3,,-7.6,,-0.7,,18.7,,0,,,M,,M,,M,,,,,<31,
2008/4/20,2008,4,20,,10.9,,-8.5,,1.2,,16.8,,0,,,M,,M,,M,,,,,<31,
2008/4/21,2008,4,21,,11.9,,-0.2,,5.9,,12.1,,0,,,M,,M,,M,,,,,<31,
2008/4/22,2008,4,22,,11.3,,-5.8,,2.8,,15.2,,0,,,M,,M,,M,,,,,<31,
2008/4/23,2008,4,23,,7.8,,-3.8,,2,,16,,0,,,M,,M,,M,,,36,,33,
2008/4/24,2008,4,24,,10.1,,-10.1,,0,,18,,0,,,M,,M,,M,,,,,<31,
2008/4/25,2008,4,25,,14.9,,-2.4,,6.3,,11.7,,0,,,M,,M,,M,,,15,,37,
2008/4/26,2008,4,26,,12.4,,1.5,,7,,11,,0,,,M,,M,,M,,,13,,59,
2008/4/27,2008,4,27,,14.4,,3.1,,8.8,,9.2,,0,,,M,,M,,M,,,13,,50,
2008/4/28,2008,4,28,,14.3,,-2.7,,5.8,,12.2,,0,,,M,,M,,M,,,16,,39,
2008/4/29,2008,4,29,,14.7,,-3.7,,5.5,,12.5,,0,,,M,,M,,M,,,9,,33,
2008/4/30,2008,4,30,,11.3,,-1.2,,5.1,,12.9,,0,,,M,,M,,M,,,12,,44,
2008/5/1,2008,5,1,,14.9,,-4.9,,5,,13,,0,,,M,,M,,M,,,12,,37,
2008/5/2,2008,5,2,,13.1,,-1.7,,5.7,,12.3,,0,,,M,,M,,M,,,13,,37,
2008/5/3,2008,5,3,,10.9,,-1.6,,4.7,,13.3,,0,,,M,,M,,M,,,18,,37,
2008/5/4,2008,5,4,,8,,-4.8,,1.6,,16.4,,0,,,M,,M,,M,,,13,,35,
2008/5/5,2008,5,5,,13,,-2.8,,5.1,,12.9,,0,,,M,,M,,M,,,15,E,32,E
2008/5/6,2008,5,6,,12.4,,-1.9,,5.3,,12.7,,0,,,M,,M,,M,,,,,<31,
2008/5/7,2008,5,7,,12.5,,2.3,,7.4,,10.6,,0,,,M,,M,,M,,,,,<31,
2008/5/8,2008,5,8,,13.8,,-1.1,,6.4,,11.6,,0,,,M,,M,,M,,,17,,32,
2008/5/9,2008,5,9,,15.4,,-4.5,,5.5,,12.5,,0,,,M,,M,,M,,,12,,33,
2008/5/10,2008,5,10,,16.8,,-5.5,,5.7,,12.3,,0,,,M,,M,,M,,,16,,35,
2008/5/11,2008,5,11,,16.9,,0.6,,8.8,,9.2,,0,,,M,,M,,M,,,16,,43,
2008/5/12,2008,5,12,,9.1,,1.7,,5.4,,12.6,,0,,,M,,M,,M,,,13,,54,
2008/5/13,2008,5,13,,14,,-0.6,,6.7,,11.3,,0,,,M,,M,,M,,,12,,33,
2008/5/14,2008,5,14,,12.7,,-3,,4.9,,13.1,,0,,,M,,M,,M,,,19,,69,
2008/5/15,2008,5,15,,13.6,,2.9,,8.3,,9.7,,0,,,M,,M,,M,,,26,,63,
2008/5/16,2008,5,16,,13.5,,-4.3,,4.6,,13.4,,0,,,M,,M,,M,,,15,,39,
2008/5/17,2008,5,17,,13.9,,3.6,,8.8,,9.2,,0,,,M,,M,,M,,,,,<31,
2008/5/18,2008,5,18,,12.9,,4.6,,8.8,,9.2,,0,,,M,,M,,M,,,34,,43,
2008/5/19,2008,5,19,,15.1,,-1.1,,7,,11,,0,,,M,,M,,M,,,,,<31,
2008/5/20,2008,5,20,,17.7,,0.6,,9.2,,8.8,,0,,,M,,M,,M,,,,,<31,
2008/5/21,2008,5,21,,15.3,,-1.1,,7.1,,10.9,,0,,,M,,M,,M,,,12,,50,
2008/5/22,2008,5,22,,17.5,,3.3,,10.4,,7.6,,0,,,M,,M,,M,,,35,,37,
2008/5/23,2008,5,23,,22.5,,-0.9,,10.8,,7.2,,0,,,M,,M,,M,,,14,,41,
2008/5/24,2008,5,24,,26.6,,1.7,,14.2,,3.8,,0,,,M,,M,,M,,,11,,44,
2008/5/25,2008,5,25,,25.4,,7.7,,16.6,,1.4,,0,,,M,,M,,M,,,30,,35,
2008/5/26,2008,5,26,,23.9,,5.5,,14.7,,3.3,,0,,,M,,M,,M,,,33,,35,
2008/5/27,2008,5,27,,17.6,,10.1,,13.9,,4.1,,0,,,M,,M,,M,,,32,,46,
2008/5/28,2008,5,28,,17.4,,-0.5,,8.5,,9.5,,0,,,M,,M,,M,,,31,,35,
2008/5/29,2008,5,29,,17.1,,-1.5,,7.8,,10.2,,0,,,M,,M,,M,,,,,<31,
2008/5/30,2008,5,30,,16.4,,4.7,,10.6,,7.4,,0,,,M,,M,,M,,,2,,35,
2008/5/31,2008,5,31,,17.9,,-1.2,,8.4,,9.6,,0,,,M,,M,,M,,,,,<31,
2008/6/1,2008,6,1,,22.8,,3,,12.9,,5.1,,0,,,M,,M,,M,,,14,,37,
2008/6/2,2008,6,2,,22.2,,1.3,,11.8,,6.2,,0,,,M,,M,,M,,,15,,46,
2008/6/3,2008,6,3,,20.2,,3,,11.6,,6.4,,0,,,M,,M,,M,,,18,,43,
2008/6/4,2008,6,4,,17.1,,1.9,,9.5,,8.5,,0,,,M,,M,,M,,,15,,44,
2008/6/5,2008,6,5,,17.1,,-0.5,,8.3,,9.7,,0,,,M,,M,,M,,,,,<31,
2008/6/6,2008,6,6,,20.4,,-1.9,,9.3,,8.7,,0,,,M,,M,,M,,,14,E,43,E
2008/6/7,2008,6,7,,18.7,,5,,11.9,,6.1,,0,,,M,,M,,M,,,,,<31,
2008/6/8,2008,6,8,,18.5,,4.9,,11.7,,6.3,,0,,,M,,M,,M,,,12,,43,
2008/6/9,2008,6,9,,7.1,,2.1,,4.6,,13.4,,0,,,M,,M,,M,,,,,<31,
2008/6/10,2008,6,10,,14.3,,4,,9.2,,8.8,,0,,,M,,M,,M,,,,,<31,
2008/6/11,2008,6,11,,18.9,,-1.5,,8.7,,9.3,,0,,,M,,M,,M,,,26,,32,
2008/6/12,2008,6,12,,22.4,,-0.1,,11.2,,6.8,,0,,,M,,M,,M,,,1,,39,
2008/6/13,2008,6,13,,18.5,,4.4,,11.5,,6.5,,0,,,M,,M,,M,,,,,<31,
2008/6/14,2008,6,14,,18.3,,5.2,,11.8,,6.2,,0,,,M,,M,,M,,,13,,33,
2008/6/15,2008,6,15,,19.2,,3.1,,11.2,,6.8,,0,,,M,,M,,M,,,30,,33,
2008/6/16,2008,6,16,,23.3,,4.1,,13.7,,4.3,,0,,,M,,M,,M,,,32,,41,
2008/6/17,2008,6,17,,21.9,,5.3,,13.6,,4.4,,0,,,M,,M,,M,,,29,,44,
2008/6/18,2008,6,18,,19.6,,7.3,,13.5,,4.5,,0,,,M,,M,,M,,,31,,35,
2008/6/19,2008,6,19,,21.3,,9.2,,15.3,,2.7,,0,,,M,,M,,M,,,,,<31,
2008/6/20,2008,6,20,,23.8,,10.2,,17,,1,,0,,,M,,M,,M,,,13,,41,
2008/6/21,2008,6,21,,26.7,,3.5,,15.1,,2.9,,0,,,M,,M,,M,,,16,,52,
2008/6/22,2008,6,22,,21.6,,10.5,,16.1,,1.9,,0,,,M,,M,,M,,,13,,35,
2008/6/23,2008,6,23,,16.3,,8.7,,12.5,,5.5,,0,,,M,,M,,M,,,,,<31,
2008/6/24,2008,6,24,,20.7,,4.1,,12.4,,5.6,,0,,,M,,M,,M,,,,,<31,
2008/6/25,2008,6,25,,22.8,,1.4,,12.1,,5.9,,0,,,M,,M,,M,,,,,<31,
2008/6/26,2008,6,26,,24.7,,7.9,,16.3,,1.7,,0,,,M,,M,,M,,,20,,35,
2008/6/27,2008,6,27,,20.2,,8.1,,14.2,,3.8,,0,,,M,,M,,M,,,16,,44,
2008/6/28,2008,6,28,,17.1,,8.1,,12.6,,5.4,,0,,,M,,M,,M,,,27,,35,
2008/6/29,2008,6,29,,17,,5.1,,11.1,,6.9,,0,,,M,,M,,M,,,,,<31,
2008/6/30,2008,6,30,,21.4,,1.3,,11.4,,6.6,,0,,,M,,M,,M,,,,,<31,
2008/7/1,2008,7,1,,19.2,,7.8,,13.5,,4.5,,0,,,M,,M,,M,,,16,,43,
2008/7/2,2008,7,2,,23.2,,-0.7,,11.3,,6.7,,0,,,M,,M,,M,,,,,<31,
2008/7/3,2008,7,3,,27.6,,1.5,,14.6,,3.4,,0,,,M,,M,,M,,,,,<31,
2008/7/4,2008,7,4,,26.2,,11.7,,19,,0,,1,,,M,,M,,M,,,14,,32,
2008/7/5,2008,7,5,,22.2,,13.1,,17.7,,0.3,,0,,,M,,M,,M,,,15,,39,
2008/7/6,2008,7,6,,22.3,,9.3,,15.8,,2.2,,0,,,M,,M,,M,,,17,,37,
2008/7/7,2008,7,7,,20.1,,8.9,,14.5,,3.5,,0,,,M,,M,,M,,,14,,35,
2008/7/8,2008,7,8,,20,,2.1,,11.1,,6.9,,0,,,M,,M,,M,,,22,,35,
2008/7/9,2008,7,9,,20.8,,7.7,,14.3,,3.7,,0,,,M,,M,,M,,,31,,35,
2008/7/10,2008,7,10,,21.7,,9,,15.4,,2.6,,0,,,M,,M,,M,,,28,,33,
2008/7/11,2008,7,11,,18.6,,8.7,,13.7,,4.3,,0,,,M,,M,,M,,,,,<31,
2008/7/12,2008,7,12,,20.9,,10,,15.5,,2.5,,0,,,M,,M,,M,,,27,,32,
2008/7/13,2008,7,13,,23.1,,2.4,,12.8,,5.2,,0,,,M,,M,,M,,,32,,32,
2008/7/14,2008,7,14,,20.8,,5.5,,13.2,,4.8,,0,,,M,,M,,M,,,32,,39,
2008/7/15,2008,7,15,,18.8,,7.1,,13,,5,,0,,,M,,M,,M,,,,,<31,
2008/7/16,2008,7,16,,24.4,,6,,15.2,,2.8,,0,,,M,,M,,M,,,,,<31,
2008/7/17,2008,7,17,,22.9,,7.7,,15.3,,2.7,,0,,,M,,M,,M,,,,,<31,
2008/7/18,2008,7,18,,19.9,,11.2,,15.6,,2.4,,0,,,M,,M,,M,,,13,,41,
2008/7/19,2008,7,19,,15.5,,7.4,,11.5,,6.5,,0,,,M,,M,,M,,,15,,69,
2008/7/20,2008,7,20,,15,,6.4,,10.7,,7.3,,0,,,M,,M,,M,,,,,<31,
2008/7/21,2008,7,21,,17.7,,7.3,,12.5,,5.5,,0,,,M,,M,,M,,,33,,37,
2008/7/22,2008,7,22,,17.7,,8.8,,13.3,,4.7,,0,,,M,,M,,M,,,12,,32,
2008/7/23,2008,7,23,,16.2,,6.5,,11.4,,6.6,,0,,,M,,M,,M,,,16,,35,
2008/7/24,2008,7,24,,14.7,,0,,7.4,,10.6,,0,,,M,,M,,M,,,13,,33,
2008/7/25,2008,7,25,,19.2,,9.2,,14.2,,3.8,,0,,,M,,M,,M,,,14,,41,
2008/7/26,2008,7,26,,21.1,,8.7,,14.9,,3.1,,0,,,M,,M,,M,,,12,,33,
2008/7/27,2008,7,27,,18.7,,1.7,,10.2,,7.8,,0,,,M,,M,,M,,,14,,33,
2008/7/28,2008,7,28,,18.8,,0.2,,9.5,,8.5,,0,,,M,,M,,M,,,14,,41,
2008/7/29,2008,7,29,,19.3,,6.9,,13.1,,4.9,,0,,,M,,M,,M,,,,,<31,
2008/7/30,2008,7,30,,15.2,,2.3,,8.8,,9.2,,0,,,M,,M,,M,,,,,<31,
2008/7/31,2008,7,31,,16.4,,3.3,,9.9,,8.1,,0,,,M,,M,,M,,,,,<31,
2008/8/1,2008,8,1,,20.3,,8.4,,14.4,,3.6,,0,,,M,,M,,M,,,,,<31,
2008/8/2,2008,8,2,,25,,8.1,,16.6,,1.4,,0,,,M,,M,,M,,,,,<31,
2008/8/3,2008,8,3,,19.7,,9.4,,14.6,,3.4,,0,,,M,,M,,M,,,,,<31,
2008/8/4,2008,8,4,,23.3,,6,,14.7,,3.3,,0,,,M,,M,,M,,,10,,32,
