Station Name,AMQUI,,,,,,,,,,,,,,,,,,,,,,,,,
Province,QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.47,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-67.43,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,166,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,7050145,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71386,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,WZS,,,,,,,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),,,,,,,,,,,,
Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2002/1/1,2002,1,1,,-6.4,,-18.2,,-12.3,,30.3,,0,,,M,,M,2,,,,32,,57,
2002/1/2,2002,1,2,,-5,,-7.8,,-6.4,,24.4,,0,,,M,,M,0,,,,31,,48,
2002/1/3,2002,1,3,,-5.9,,-15.7,,-10.8,,28.8,,0,,,M,,M,0,,,,33,,46,
2002/1/4,2002,1,4,,-13,,-16.7,,-14.9,,32.9,,0,,,M,,M,0,,,,30,,48,
2002/1/5,2002,1,5,,-7.9,,-18.7,,-13.3,,31.3,,0,,,M,,M,0,,,,,,<31,
2002/1/6,2002,1,6,,-2.4,,-14.7,,-8.6,,26.6,,0,,,M,,M,0,,,,,,<31,
2002/1/7,2002,1,7,,-1.1,,-12.4,,-6.8,,24.8,,0,,,M,,M,2,,,,32,,44,
2002/1/8,2002,1,8,,-4,,-18,,-11,,29,,0,,,M,,M,0,,,,,,<31,
2002/1/9,2002,1,9,,-0.5,,-5.5,,-3,,21,,0,,,M,,M,0,,,,,,<31,
2002/1/10,2002,1,10,,0.7,,-2.2,,-0.8,,18.8,,0,,,M,,M,1,,,,30,,32,
2002/1/11,2002,1,11,,0.6,,-5.6,,-2.5,,20.5,,0,,,M,,M,0,,,,,,<31,
2002/1/12,2002,1,12,,-4.8,,-8.8,,-6.8,,24.8,,0,,,M,,M,0,,,,30,,39,
2002/1/13,2002,1,13,,-2.6,,-9.8,,-6.2,,24.2,,0,,,M,,M,8,,,,32,,43,
2002/1/14,2002,1,14,,-3.6,,-16.5,,-10.1,,28.1,,0,,,M,,M,3,,,,30,,52,
2002/1/15,2002,1,15,,-8.1,,-18.2,,-13.2,,31.2,,0,,,M,,M,0,,,,,,<31,
2002/1/16,2002,1,16,,-5.6,,-9.3,,-7.5,,25.5,,0,,,M,,M,,M,,,,,<31,
2002/1/17,2002,1,17,,-7.8,,-16.3,,-12.1,,30.1,,0,,,M,,M,,M,,,,,<31,
2002/1/18,2002,1,18,,-8.2,,-19.1,,-13.7,,31.7,,0,,,M,,M,0,,,,,,<31,
2002/1/19,2002,1,19,,-9.9,,-21.5,,-15.7,,33.7,,0,,,M,,M,2,,,,,,<31,
2002/1/20,2002,1,20,,-4.2,,-19.5,,-11.9,,29.9,,0,,,M,,M,0,,,,,,<31,
2002/1/21,2002,1,21,,-4.8,,-18,,-11.4,,29.4,,0,,,M,,M,5,,,,,,<31,
2002/1/22,2002,1,22,,-5.3,,-17.4,,-11.4,,29.4,,0,,,M,,M,3,,,,31,,44,
2002/1/23,2002,1,23,,-5.8,,-16.8,,-11.3,,29.3,,0,,,M,,M,2,,,,14,,32,
2002/1/24,2002,1,24,,-6.7,,-18.3,,-12.5,,30.5,,0,,,M,,M,0,,,,,,<31,
2002/1/25,2002,1,25,,-9.2,,-24.9,,-17.1,,35.1,,0,,,M,,M,1,,,,32,,43,
2002/1/26,2002,1,26,,-12,,-21.8,,-16.9,,34.9,,0,,,M,,M,0,,,,,,<31,
2002/1/27,2002,1,27,,-11.3,,-22.6,,-17,,35,,0,,,M,,M,1,,,,,,<31,
2002/1/28,2002,1,28,,-3.8,,-13.5,,-8.7,,26.7,,0,,,M,,M,1,,,,,,<31,
2002/1/29,2002,1,29,,-8.4,,-20,,-14.2,,32.2,,0,,,M,,M,0,,,,,,<31,
2002/1/30,2002,1,30,,-15.6,,-23.4,,-19.5,,37.5,,0,,,M,,M,0,,,,,,<31,
2002/1/31,2002,1,31,,-16,,-23,,-19.5,,37.5,,0,,,M,,M,0,,,,34,,39,
2002/2/1,2002,2,1,,-10.6,,-21.9,,-16.3,,34.3,,0,,,M,,M,15,,,,15,,35,
2002/2/2,2002,2,2,,-10,,-17.6,,-13.8,,31.8,,0,,,M,,M,5,,,,33,,56,
2002/2/3,2002,2,3,,-14.9,,-22.5,,-18.7,,36.7,,0,,,M,,M,0,,,,31,,35,
2002/2/4,2002,2,4,,-9.2,,-22.8,,-16,,34,,0,,,M,,M,0,,,,,,<31,
2002/2/5,2002,2,5,,-12.3,,-20.3,,-16.3,,34.3,,0,,,M,,M,0,,,,30,,44,
2002/2/6,2002,2,6,,-14.5,,-24.6,,-19.6,,37.6,,0,,,M,,M,0,,,,32,,59,
2002/2/7,2002,2,7,,-13.7,,-29.6,,-21.7,,39.7,,0,,,M,,M,5,,,,,,<31,
2002/2/8,2002,2,8,,-9.6,,-23.2,,-16.4,,34.4,,0,,,M,,M,2,,,,,,<31,
2002/2/9,2002,2,9,,-11.8,,-18.9,,-15.4,,33.4,,0,,,M,,M,0,,,,33,,46,
2002/2/10,2002,2,10,,-3.9,,-22.5,,-13.2,,31.2,,0,,,M,,M,8,,,,17,,39,
2002/2/11,2002,2,11,,-4,,-28.2,,-16.1,,34.1,,0,,,M,,M,0,,,,32,,57,
2002/2/12,2002,2,12,,-8.3,,-28.6,,-18.5,,36.5,,0,,,M,,M,,M,,,14,,43,
2002/2/13,2002,2,13,,-5.2,,-19.6,,-12.4,,30.4,,0,,,M,,M,4,,,,29,,52,
2002/2/14,2002,2,14,,-9.9,,-23,,-16.5,,34.5,,0,,,M,,M,0,,,,34,,37,
2002/2/15,2002,2,15,,1.7,,-9.9,,-4.1,,22.1,,0,,,M,,M,3,,,,,,<31,
2002/2/16,2002,2,16,,4.7,,-3.1,,0.8,,17.2,,0,,,M,,M,2,,,,,,<31,
2002/2/17,2002,2,17,,-3,,-12.9,,-8,,26,,0,,,M,,M,5,,,,30,,32,
2002/2/18,2002,2,18,,-6.1,,-18.9,,-12.5,,30.5,,0,,,M,,M,0,,,,,,<31,
2002/2/19,2002,2,19,,-2.2,,-22.3,,-12.3,,30.3,,0,,,M,,M,0,,,,,,<31,
2002/2/20,2002,2,20,,1.4,,-16.8,,-7.7,,25.7,,0,,,M,,M,0,,,,15,,33,
2002/2/21,2002,2,21,,-1.3,,-3.1,,-2.2,,20.2,,0,,,M,,M,8,,,,13,,39,
2002/2/22,2002,2,22,,-1.9,,-7.7,,-4.8,,22.8,,0,,,M,,M,3,,,,32,,35,
2002/2/23,2002,2,23,,-7,,-10.2,,-8.6,,26.6,,0,,,M,,M,0,,,,,,<31,
2002/2/24,2002,2,24,,-2.5,,-9,,-5.8,,23.8,,0,,,M,,M,3.7,,,,,,<31,
2002/2/25,2002,2,25,,-2,,-5.6,,-3.8,,21.8,,0,,,M,,M,7.3,,,,,,<31,
2002/2/26,2002,2,26,,2,,-3.7,,-0.9,,18.9,,0,,,M,,M,8,,,,,,<31,
2002/2/27,2002,2,27,,6.3,,-0.6,,2.9,,15.1,,0,,,M,,M,15,,,,34,,39,
2002/2/28,2002,2,28,,-0.2,,-8.9,,-4.6,,22.6,,0,,,M,,M,3,,,,27,,52,
2002/3/1,2002,3,1,,-1.1,,-13.8,,-7.5,,25.5,,0,,,M,,M,9,,,,28,,39,
2002/3/2,2002,3,2,,-5.9,,-13.8,,-9.9,,27.9,,0,,,M,,M,0,,,,34,,37,
2002/3/3,2002,3,3,,6.1,,-7.7,,-0.8,,18.8,,0,,,M,,M,6.9,,,,29,,54,
2002/3/4,2002,3,4,,3.6,,-15.4,,-5.9,,23.9,,0,,,M,,M,0,,,,33,,48,
2002/3/5,2002,3,5,,-7.8,,-18.6,,-13.2,,31.2,,0,,,M,,M,0,,,,28,,41,
2002/3/6,2002,3,6,,-2.7,,-15.7,,-9.2,,27.2,,0,,,M,,M,0,,,,,,<31,
2002/3/7,2002,3,7,,-3.4,,-18.5,,-11,,29,,0,,,M,,M,2.1,,,,30,,46,
2002/3/8,2002,3,8,,-8.1,,-20.4,,-14.3,,32.3,,0,,,M,,M,12,,,,16,,32,
2002/3/9,2002,3,9,,-3,,-8.1,,-5.6,,23.6,,0,,,M,,M,8,,,,15,,35,
2002/3/10,2002,3,10,,5.5,,-12.3,,-3.4,,21.4,,0,,,M,,M,13,,,,29,,67,
2002/3/11,2002,3,11,,-7.3,,-14,,-10.7,,28.7,,0,,,M,,M,0,,,,29,,65,
2002/3/12,2002,3,12,,-3.9,,-19.5,,-11.7,,29.7,,0,,,M,,M,0,,,,,,<31,
2002/3/13,2002,3,13,,2.3,,-21.8,,-9.8,,27.8,,0,,,M,,M,0,,,,15,,39,
2002/3/14,2002,3,14,,4.2,,-12.9,,-4.4,,22.4,,0,,,M,,M,4,,,,28,,70,
2002/3/15,2002,3,15,,-6.9,,-16,,-11.5,,29.5,,0,,,M,,M,0,,,,31,,35,
2002/3/16,2002,3,16,,-4.9,,-13.3,,-9.1,,27.1,,0,,,M,,M,0,,,,33,,35,
2002/3/17,2002,3,17,,-5.4,,-17.8,,-11.6,,29.6,,0,,,M,,M,0,,,,32,,39,
2002/3/18,2002,3,18,,-1,,-20.6,,-10.8,,28.8,,0,,,M,,M,0,,,,,,<31,
2002/3/19,2002,3,19,,2.2,,-17.5,,-7.7,,25.7,,0,,,M,,M,0,,,,,,<31,
2002/3/20,2002,3,20,,5.3,,-17.6,,-6.2,,24.2,,0,,,M,,M,3,,,,16,,50,
2002/3/21,2002,3,21,,1.9,,-6.5,,-2.3,,20.3,,0,,,M,,M,4,,,,33,,33,
2002/3/22,2002,3,22,,-1.8,,-13.7,,-7.8,,25.8,,0,,,M,,M,10,,,,28,,69,
2002/3/23,2002,3,23,,-5.8,,-13.7,,-9.8,,27.8,,0,,,M,,M,1,,,,24,,59,
2002/3/24,2002,3,24,,-7.9,,-12.7,,-10.3,,28.3,,0,,,M,,M,0,,,,29,,57,
2002/3/25,2002,3,25,,-5.4,,-14.9,,-10.2,,28.2,,0,,,M,,M,0,,,,29,,48,
2002/3/26,2002,3,26,,4.2,,-17.4,,-6.6,,24.6,,0,,,M,,M,0,,,,14,,33,
2002/3/27,2002,3,27,,1,,-2.1,,-0.6,,18.6,,0,,,M,,M,7,,,,15,,33,
2002/3/28,2002,3,28,,-0.2,,-2.4,,-1.3,,19.3,,0,,,M,,M,3,,,,,,<31,
2002/3/29,2002,3,29,,3.3,,-2,,0.7,,17.3,,0,,,M,,M,0,,,,,,<31,
2002/3/30,2002,3,30,,3.7,,-1.4,,1.2,,16.8,,0,,,M,,M,9,,,,14,,54,
2002/3/31,2002,3,31,,9.7,,-1.5,,4.1,,13.9,,0,,,M,,M,0,,,,27,,32,
2002/4/1,2002,4,1,,6.2,,-2.6,,1.8,,16.2,,0,,,M,,M,8,,,,36,,44,
2002/4/2,2002,4,2,,6.8,,-0.8,,3,,15,,0,,,M,,M,5,,,,30,,65,
2002/4/3,2002,4,3,,2.4,,-0.7,,0.9,,17.1,,0,,,M,,M,3,,,,12,,33,
2002/4/4,2002,4,4,,2.3,,-1.3,,0.5,,17.5,,0,,,M,,M,1,,,,27,,50,
2002/4/5,2002,4,5,,-1.2,,-11.2,,-6.2,,24.2,,0,,,M,,M,0,,,,29,,39,
2002/4/6,2002,4,6,,-1.1,,-14.2,,-7.7,,25.7,,0,,,M,,M,0,,,,,,<31,
2002/4/7,2002,4,7,,-0.1,,-12.9,,-6.5,,24.5,,0,,,M,,M,0,,,,,,<31,
2002/4/8,2002,4,8,,5.2,,-8.2,,-1.5,,19.5,,0,,,M,,M,0,,,,,,<31,
2002/4/9,2002,4,9,,7.4,,1.6,,4.5,,13.5,,0,,,M,,M,13,,,,30,,37,
2002/4/10,2002,4,10,,5.3,,-2.8,,1.3,,16.7,,0,,,M,,M,1,,,,29,,46,
2002/4/11,2002,4,11,,7.7,,-6.1,,0.8,,17.2,,0,,,M,,M,0,,,,,,<31,
2002/4/12,2002,4,12,,14,,-1.5,,6.3,,11.7,,0,,,M,,M,1,,,,18,,41,
2002/4/13,2002,4,13,,10.1,,-0.8,,4.7,,13.3,,0,,,M,,M,0,,,,31,,43,
2002/4/14,2002,4,14,,9.3,,-1.2,,4.1,,13.9,,0,,,M,,M,0,,,,14,,33,
2002/4/15,2002,4,15,,6.9,,-1.1,,2.9,,15.1,,0,,,M,,M,0,,,,16,,33,
2002/4/16,2002,4,16,,14.6,,3.3,,9,,9,,0,,,M,,M,0,,,,,,<31,
2002/4/17,2002,4,17,,7.5,,1.4,,4.5,,13.5,,0,,,M,,M,0,,,,34,,33,
2002/4/18,2002,4,18,,5.1,,0.2,,2.7,,15.3,,0,,,M,,M,1,,,,,,<31,
2002/4/19,2002,4,19,,10.4,,2.7,,6.6,,11.4,,0,,,M,,M,7,,,,29,,50,
2002/4/20,2002,4,20,,4,,-3.4,,0.3,,17.7,,0,,,M,,M,1,,,,33,,61,
2002/4/21,2002,4,21,,2.4,,-5.3,,-1.5,,19.5,,0,,,M,,M,0,,,,33,,56,
2002/4/22,2002,4,22,,4.1,,-3.4,,0.4,,17.6,,0,,,M,,M,0,,,,,,<31,
2002/4/23,2002,4,23,,8,,-4.6,,1.7,,16.3,,0,,,M,,M,0,,,,33,,33,
2002/4/24,2002,4,24,,10.7,,-4.1,,3.3,,14.7,,0,,,M,,M,0,,,,,,<31,
2002/4/25,2002,4,25,,13.8,,-4.4,,4.7,,13.3,,0,,,M,,M,0,,,,15,,48,
2002/4/26,2002,4,26,,6.3,,0.2,,3.3,,14.7,,0,,,M,,M,1,,,,,,<31,
2002/4/27,2002,4,27,,4.3,,-1.7,,1.3,,16.7,,0,,,M,,M,3,,,,31,,63,
2002/4/28,2002,4,28,,5.5,,-2.6,,1.5,,16.5,,0,,,M,,M,0,,,,33,,44,
2002/4/29,2002,4,29,,7,,-1.8,,2.6,,15.4,,0,,,M,,M,0,,,,35,,41,
2002/4/30,2002,4,30,,8.6,,-5.1,,1.8,,16.2,,0,,,M,,M,0,,,,29,,32,
2002/5/1,2002,5,1,,12.2,,-1.8,,5.2,,12.8,,0,,,M,,M,0,,,,35,,37,
2002/5/2,2002,5,2,,14.1,,-2.5,,5.8,,12.2,,0,,,M,,M,0,,,,15,,35,
2002/5/3,2002,5,3,,5.3,,1.2,,3.3,,14.7,,0,,,M,,M,7,,,,33,,44,
2002/5/4,2002,5,4,,6.5,,-3.4,,1.6,,16.4,,0,,,M,,M,2,,,,29,,54,
2002/5/5,2002,5,5,,17.1,,-3.6,,6.8,,11.2,,0,,,M,,M,0,,,,20,,37,
2002/5/6,2002,5,6,,14.5,,1.3,,7.9,,10.1,,0,,,M,,M,0,,,,,,<31,
2002/5/7,2002,5,7,,10.9,,4.6,,7.8,,10.2,,0,,,M,,M,17,,,,30,,54,
2002/5/8,2002,5,8,,8.4,,-0.3,,4.1,,13.9,,0,,,M,,M,1,,,,30,,57,
2002/5/9,2002,5,9,,11.9,,-2.1,,4.9,,13.1,,0,,,M,,M,5,,,,15,,41,
2002/5/10,2002,5,10,,18.3,,4.8,,11.6,,6.4,,0,,,M,,M,8,,,,26,,48,
2002/5/11,2002,5,11,,6.4,,0.2,,3.3,,14.7,,0,,,M,,M,0,,,,32,,57,
2002/5/12,2002,5,12,,8.1,,-2.5,,2.8,,15.2,,0,,,M,,M,0,,,,30,,39,
2002/5/13,2002,5,13,,14.5,,-4.1,,5.2,,12.8,,0,,,M,,M,0,,,,,,<31,
2002/5/14,2002,5,14,,6.2,,1.1,,3.7,,14.3,,0,,,M,,M,5,,,,8,,54,
2002/5/15,2002,5,15,,5.2,,0,,2.6,,15.4,,0,,,M,,M,0,,,,30,,35,
2002/5/16,2002,5,16,,11.2,,-0.8,,5.2,,12.8,,0,,,M,,M,0,,,,31,,32,
2002/5/17,2002,5,17,,11.7,,5.2,,8.5,,9.5,,0,,,M,,M,3,,,,29,,44,
2002/5/18,2002,5,18,,12.7,,4.7,,8.7,,9.3,,0,,,M,,M,0,,,,28,,39,
2002/5/19,2002,5,19,,12.2,,4,,8.1,,9.9,,0,,,M,,M,0,,,,33,,35,
2002/5/20,2002,5,20,,13.6,,1.3,,7.5,,10.5,,0,,,M,,M,0,,,,,,<31,
2002/5/21,2002,5,21,,11.6,,-0.1,,5.8,,12.2,,0,,,M,,M,,M,,,34,,37,
2002/5/22,2002,5,22,,19.4,,-1,,9.2,,8.8,,0,,,M,,M,2,,,,23,,41,
2002/5/23,2002,5,23,,25.9,,9.5,,17.7,,0.3,,0,,,M,,M,0,,,,22,,50,
2002/5/24,2002,5,24,,18.5,,4.5,,11.5,,6.5,,0,,,M,,M,0,,,,29,,50,
2002/5/25,2002,5,25,,10.7,,0.3,,5.5,,12.5,,0,,,M,,M,0,,,,32,,44,
2002/5/26,2002,5,26,,10.8,,0.3,,5.6,,12.4,,0,,,M,,M,0,,,,19,,43,
2002/5/27,2002,5,27,,17.3,,3.5,,10.4,,7.6,,0,,,M,,M,4,,,,16,,48,
2002/5/28,2002,5,28,,22,,3.3,,12.7,,5.3,,0,,,M,,M,0,,,,34,,33,
2002/5/29,2002,5,29,,27.4,,4.8,,16.1,,1.9,,0,,,M,,M,0,,,,19,,39,
2002/5/30,2002,5,30,,24.1,,14.5,,19.3,,0,,1.3,,,M,,M,9,,,,,,<31,
2002/5/31,2002,5,31,,22.4,,14.7,,18.6,,0,,0.6,,,M,,M,6,,,,17,,48,
2002/6/1,2002,6,1,,19.7,,7.7,,13.7,,4.3,,0,,,M,,M,5,,,,29,,48,
2002/6/2,2002,6,2,,8.7,,4.9,,6.8,,11.2,,0,,,M,,M,0,,,,30,,48,
2002/6/3,2002,6,3,,10.9,,4.9,,7.9,,10.1,,0,,,M,,M,1,,,,32,,61,
2002/6/4,2002,6,4,,16.5,,2.3,,9.4,,8.6,,0,,,M,,M,0,,,,30,,33,
2002/6/5,2002,6,5,,11.9,,7.3,,9.6,,8.4,,0,,,M,,M,3,,,,,,<31,
2002/6/6,2002,6,6,,14.1,,3.8,,9,,9,,0,,,M,,M,1,,,,32,,39,
2002/6/7,2002,6,7,,15.6,,3.4,,9.5,,8.5,,0,,,M,,M,0,,,,,,<31,
2002/6/8,2002,6,8,,20.6,,1.9,,11.3,,6.7,,0,,,M,,M,5,,,,23,,33,
2002/6/9,2002,6,9,,18,,9.1,,13.6,,4.4,,0,,,M,,M,10,,,,32,,32,
2002/6/10,2002,6,10,,17.9,,6,,12,,6,,0,,,M,,M,2,,,,32,,33,
2002/6/11,2002,6,11,,18.9,,5.7,,12.3,,5.7,,0,,,M,,M,0,,,,,,<31,
2002/6/12,2002,6,12,,21.2,,7.7,,14.5,,3.5,,0,,,M,,M,,M,,,19,,32,
2002/6/13,2002,6,13,,16.1,,3.3,,9.7,,8.3,,0,,,M,,M,,M,,,32,,41,
2002/6/14,2002,6,14,,16.9,,1.2,,9.1,,8.9,,0,,,M,,M,0,,,,29,,33,
2002/6/15,2002,6,15,,19.8,,2.2,,11,,7,,0,,,M,,M,0,,,,14,,43,
2002/6/16,2002,6,16,,10.7,,6.4,,8.6,,9.4,,0,,,M,,M,7,,,,7,,32,
2002/6/17,2002,6,17,,16.3,,4.7,,10.5,,7.5,,0,,,M,,M,1,,,,,,<31,
2002/6/18,2002,6,18,,13.7,,10,,11.9,,6.1,,0,,,M,,M,4,,,,,,<31,
2002/6/19,2002,6,19,,24.5,,8.6,,16.6,,1.4,,0,,,M,,M,1,,,,,,<31,
2002/6/20,2002,6,20,,28.6,,7.3,,18,,0,,0,,,M,,M,0,,,,,,<31,
2002/6/21,2002,6,21,,27.8,,13.4,,20.6,,0,,2.6,,,M,,M,0,,,,21,,37,
2002/6/22,2002,6,22,,21.6,,7.2,,14.4,,3.6,,0,,,M,,M,0,,,,32,,33,
2002/6/23,2002,6,23,,23.9,,5.4,,14.7,,3.3,,0,,,M,,M,15,,,,28,,46,
2002/6/24,2002,6,24,,14.6,,10,,12.3,,5.7,,0,,,M,,M,12,,,,31,,78,
2002/6/25,2002,6,25,,24.5,,6.8,,15.7,,2.3,,0,,,M,,M,0,,,,32,,33,
2002/6/26,2002,6,26,,28.2,,8.1,,18.2,,0,,0.2,,,M,,M,,M,,,,,<31,
2002/6/27,2002,6,27,,25.3,,13.8,,19.6,,0,,1.6,,,M,,M,,M,,,32,E,35,E
2002/6/28,2002,6,28,,22.9,,9.3,,16.1,,1.9,,0,,,M,,M,0,,,,33,,32,
2002/6/29,2002,6,29,,26,,7.4,,16.7,,1.3,,0,,,M,,M,2,,,,,,<31,
2002/6/30,2002,6,30,,23.6,,10,,16.8,,1.2,,0,,,M,,M,0,,,,,,<31,
2002/7/1,2002,7,1,,26,,15,,20.5,,0,,2.5,,,M,,M,13,,,,,,<31,
2002/7/2,2002,7,2,,32.7,,18.7,,25.7,,0,,7.7,,,M,,M,2,,,,,,<31,
2002/7/3,2002,7,3,,28.5,,19.1,,23.8,,0,,5.8,,,M,,M,0,,,,31,,33,
2002/7/4,2002,7,4,,23.2,,16.9,,20.1,,0,,2.1,,,M,,M,0,,,,,,<31,
2002/7/5,2002,7,5,,17,,12.5,,14.8,,3.2,,0,,,M,,M,20,,,,32,,41,
2002/7/6,2002,7,6,,16.1,,12.5,,14.3,,3.7,,0,,,M,,M,2,,,,35,,32,
2002/7/7,2002,7,7,,17,,12.1,,14.6,,3.4,,0,,,M,,M,0,,,,34,,37,
2002/7/8,2002,7,8,,23.7,,11.1,,17.4,,0.6,,0,,,M,,M,0,,,,,,<31,
2002/7/9,2002,7,9,,22.5,,13.7,,18.1,,0,,0.1,,,M,,M,3,,,,28,,35,
2002/7/10,2002,7,10,,16.4,,12.7,,14.6,,3.4,,0,,,M,,M,0,,,,33,,50,
2002/7/11,2002,7,11,,16.2,,9.7,,13,,5,,0,,,M,,M,0,,,,31,,48,
2002/7/12,2002,7,12,,24.3,,10.9,,17.6,,0.4,,0,,,M,,M,0,,,,31,,41,
2002/7/13,2002,7,13,,20.3,,12.5,,16.4,,1.6,,0,,,M,,M,5,,,,,,<31,
2002/7/14,2002,7,14,,23.3,,12.6,,18,,0,,0,,,M,,M,1,,,,,,<31,
2002/7/15,2002,7,15,,21.4,,14.8,,18.1,,0,,0.1,,,M,,M,12,,,,,,<31,
2002/7/16,2002,7,16,,22.4,,11.3,,16.9,,1.1,,0,,,M,,M,5,,,,,,<31,
2002/7/17,2002,7,17,,24.9,,10,,17.5,,0.5,,0,,,M,,M,1,,,,,,<31,
2002/7/18,2002,7,18,,20.9,,8.7,,14.8,,3.2,,0,,,M,,M,0,,,,31,,41,
2002/7/19,2002,7,19,,23.3,,7.1,,15.2,,2.8,,0,,,M,,M,0,,,,13,,33,
2002/7/20,2002,7,20,,23.7,,10,,16.9,,1.1,,0,,,M,,M,0,,,,,,<31,
2002/7/21,2002,7,21,,25.1,,9.8,,17.5,,0.5,,0,,,M,,M,0,,,,22,,32,
2002/7/22,2002,7,22,,31.2,,17.5,,24.4,,0,,6.4,,,M,,M,,M,,,17,E,39,E
2002/7/23,2002,7,23,,23,,11.5,,17.3,,0.7,,0,,,M,,M,,M,,,31,E,43,E
2002/7/24,2002,7,24,,18.2,,6.1,,12.2,,5.8,,0,,,M,,M,0,,,,33,,33,
2002/7/25,2002,7,25,,23,,4.5,,13.8,,4.2,,0,,,M,,M,0,,,,,,<31,
2002/7/26,2002,7,26,,25.8,,7,,16.4,,1.6,,0,,,M,,M,0,,,,,,<31,
2002/7/27,2002,7,27,,16.5,,11.1,,13.8,,4.2,,0,,,M,,M,0,,,,,,<31,
2002/7/28,2002,7,28,,24.4,,13.4,,18.9,,0,,0.9,,,M,,M,0,,,,,,<31,
2002/7/29,2002,7,29,,20.6,,16.4,,18.5,,0,,0.5,,,M,,M,0,,,,13,,35,
2002/7/30,2002,7,30,,22.2,,17.7,,20,,0,,2,,,M,,M,1,,,,,,<31,
2002/7/31,2002,7,31,,20,,14.2,,17.1,,0.9,,0,,,M,,M,1,,,,31,,32,
2002/8/1,2002,8,1,,23.1,,12.9,,18,,0,,0,,,M,,M,0,,,,,,<31,
2002/8/2,2002,8,2,,18.3,,12.9,,15.6,,2.4,,0,,,M,,M,13,,,,16,,33,
2002/8/3,2002,8,3,,24.4,,14.3,,19.4,,0,,1.4,,,M,,M,6,,,,34,,52,
2002/8/4,2002,8,4,,24.5,,12.9,,18.7,,0,,0.7,,,M,,M,0,,,,,,<31,
2002/8/5,2002,8,5,,24.5,,10.6,,17.6,,0.4,,0,,,M,,M,1,,,,32,,43,
2002/8/6,2002,8,6,,20.8,,9.4,,15.1,,2.9,,0,,,M,,M,0,,,,34,,43,
